-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,1,1,1,1,2,-1
-1,32,33,33,193,33,33,34,-1
-1,32,33,224,225,226,33,34,-1
-1,32,33,256,257,258,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,65,65,65,-1
-1,32,33,33,34,-1,-1,-1,-1
-1,32,33,33,34,-1,-1,-1,-1
-1,64,65,33,34,-1,-1,-1,-1
-1,-1,-1,64,65,2,-1,-1,-1
-1,-1,-1,-1,-1,64,97,98,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,1,1,1,1,2,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,65,65,33,33,34,-1
-1,32,34,-1,-1,64,33,34,-1
-1,32,34,-1,-1,-1,32,34,-1
-1,32,34,-1,3,-1,32,34,-1
-1,32,33,1,33,1,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,65,33,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,34,-1,32,33,33,34,-1
-1,32,33,1,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,64,65,65,65,65,65,66,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
