38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
37,5,6,-1,-1,-1,-1,-1,36
37,69,37,5,6,-1,-1,-1,36
38,-1,68,69,70,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,4,37
38,-1,-1,-1,-1,-1,-1,36,37
38,-1,-1,-1,-1,4,5,37,37
38,-1,-1,-1,-1,68,37,37,37
38,-1,-1,-1,-1,-1,36,37,37
38,-1,-1,-1,-1,-1,68,68,37
38,-1,-1,-1,-1,-1,-1,36,37
38,-1,-1,-1,-1,-1,-1,68,37
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
37,5,6,-1,-1,-1,-1,-1,36
37,37,37,5,6,-1,-1,-1,36
37,37,69,69,70,-1,-1,-1,36
37,70,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,4,5,37
38,-1,-1,-1,-1,-1,36,37,37
38,-1,-1,-1,-1,-1,68,37,37
38,-1,-1,-1,-1,-1,-1,68,37
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,4,5,37
37,5,6,-1,-1,4,37,37,37
37,37,70,-1,-1,68,69,69,37
37,70,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,100,102,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
38,-1,-1,-1,-1,-1,-1,-1,36
