-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,1,1,1,1,1,2,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
37,32,33,33,33,33,33,34,-1
37,32,33,33,33,33,33,34,-1
37,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,32,33,33,33,33,33,34,-1
-1,64,65,65,65,65,65,66,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1
